Deudor;Población;Frecuencia de visita;Desde centro;Oficina de ventas;Denominación Gr#Clientes 5;Denominación Gr#Clientes 4
3041291;IBAGUÉ;5;6038;Bogota;CAD. REGIONALES;ORO
3041292;VILLAVICENCIO;5;6038;Bogota;AGROPUNTOS;PLATINUM
3041298;CHIQUINQUIRÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041300;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;ORO
3041301;VILLANUEVA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041306;VILLA DE LEYVA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041308;IBAGUÉ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041310;VENADILLO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3041311;ROVIRA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3041312;ROVIRA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3041317;ZIPAQUIRÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041323;ARBELÁEZ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041325;LA MESA;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3041327;BARRANCA DE UPÍA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041328;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041331;LA PLATA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041342;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041347;PITALITO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041348;PITALITO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041353;RESTREPO;5;6038;Bogota;AGROPUNTOS;CLASSIC
3041376;TIMANÁ;5;6038;Bogota;MAYORISTAS;ORO
3041378;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041393;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041394;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041398;CHÍA;5;6038;Bogota;VETERINARIA;ORO
3041409;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041418;BOGOTÁ D.C.;2;6038;Bogota;AGROPUNTOS;CLASSIC
3041420;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3041430;BOGOTÁ D.C.;2;6038;Bogota;PET SHOPS;CLASSIC
3041431;BOGOTÁ D.C.;2;6038;Bogota;PET SHOPS;CLASSIC
3041442;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3041460;BOGOTÁ D.C.;2;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041479;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;ORO
3041489;TOCANCIPÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041490;FACATATIVÁ;5;6038;Bogota;AGROPUNTOS;ORO
3041503;VILLA DE LEYVA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041504;GUACHETÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041505;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3041512;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041539;SIMIJACA;5;6038;Bogota;AGROPUNTOS;PLATINUM
3041547;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041557;IBAGUÉ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3041569;VILLAVICENCIO;5;6038;Bogota;VETERINARIA;CLASSIC
3041573;VILLA DE SAN DIEGO DE UBA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041582;CUMARAL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041583;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041594;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3041595;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041602;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041609;GUADUAS;5;6038;Bogota;AGROPUNTOS;ORO
3041613;IBAGUÉ;5;6038;Bogota;MAYORISTAS;BRONCE
3041618;BOGOTÁ D.C.;2;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041620;BOGOTÁ D.C.;2;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041654;PRADO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041657;ESPINAL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041681;BOGOTÁ D.C.;2;6038;Bogota;MODERNO;ORO
3041723;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041726;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3041730;MOSQUERA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041759;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041765;GIRARDOT;5;6038;Bogota;MAYORISTAS;SEGMENTO 1
3041773;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041776;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041783;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;BLACK
3041789;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041790;NEIVA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041792;NEIVA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041796;BOGOTÁ D.C.;2;6038;Bogota;MODELO TAT;ORO
3041799;NEIVA;5;6038;Bogota;MAYORISTAS;SEGMENTO 1
3041816;PALERMO;5;6038;Bogota;MAYORISTAS;BRONCE
3041818;PALERMO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041832;NEIVA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041839;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;ORO
3041844;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041848;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3041850;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041851;BOGOTÁ D.C.;2;6038;Bogota;MAYORISTA ESPEC.;BLACK
3041855;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041896;IBAGUÉ;5;6038;Bogota;PET SHOPS;CLASSIC
3041897;IBAGUÉ;5;6038;Bogota;PET SHOPS;CLASSIC
3041903;DUITAMA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041908;SOGAMOSO;5;6038;Bogota;MAYORISTAS;BRONCE
3041914;ALGECIRAS;5;6038;Bogota;MAYORISTAS;BRONCE
3041921;SOACHA;5;6038;Bogota;PET SHOPS;CLASSIC
3041922;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3041928;CHÍA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041933;CHÍA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041934;CHÍA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041949;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;PLATINUM
3041950;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3041953;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3041959;HOBO;5;6038;Bogota;MAYORISTAS;BRONCE
3041960;LA PLATA;3;6038;Bogota;MAYORISTAS;BRONCE
3041961;TESALIA (CARNICERÍAS);5;6038;Bogota;AGROPUNTOS;CLASSIC
3041962;TESALIA (CARNICERÍAS);5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3041978;ALGECIRAS;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041980;NÁTAGA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3041981;LA PLATA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041989;TARQUI;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3041995;ESPINAL;5;6038;Bogota;PET SHOPS;CLASSIC
3041997;ESPINAL;5;6038;Bogota;PET SHOPS;CLASSIC
3042004;PAZ DE ARIPORO;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042007;MANÍ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042008;MANÍ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042013;YOPAL;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042032;VILLA DE LEYVA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042033;MOSQUERA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042037;CHÍA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042043;VENTAQUEMADA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042044;VENTAQUEMADA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042045;CÓMBITA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042046;SAMACÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042047;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042053;CAJICÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042066;CUNDAY;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042069;SANTA ROSA DE VITERBO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042071;PAZ DE RÍO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042072;SOCHA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042074;SOCHA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042075;CUMARAL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042078;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3042082;BOJACÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042090;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3042093;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042097;BOGOTÁ D.C.;2;6038;Bogota;MAYORISTAS;PLATA
3042099;IBAGUÉ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042107;PITALITO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042110;ACEVEDO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042118;SAN AGUSTÍN;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042125;GARZÓN;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042126;SAN AGUSTÍN;5;6038;Bogota;MAYORISTAS;BRONCE
3042128;GARZÓN;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042134;PITALITO;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042136;FRESNO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042140;LÍBANO;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3042141;CAJAMARCA;5;6038;Bogota;PET SHOPS;CLASSIC
3042142;SALDAÑA;5;6038;Bogota;PET SHOPS;CLASSIC
3042144;MONTERREY;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042150;MONIQUIRÁ;5;6034;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042153;MONIQUIRÁ;5;6034;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042155;AQUITANIA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042164;ARCABUCO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042178;CHAPARRAL;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042179;PITALITO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042181;CÓMBITA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042184;CHIQUINQUIRÁ;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042186;DUITAMA;5;6038;Bogota;VETERINARIA;CLASSIC
3042198;PITALITO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042214;COYAIMA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042218;ACACÍAS;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042222;EL CASTILLO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042226;VISTAHERMOSA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042230;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042231;SOACHA;5;6038;Bogota;PET SHOPS;CLASSIC
3042237;AGUA DE DIOS;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042244;CHÍA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042267;NEIVA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042272;AIPE;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042282;NEIVA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042283;OPORAPA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042291;CARMEN DE APICALÁ;5;6038;Bogota;PET SHOPS;CLASSIC
3042293;IBAGUÉ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042298;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042306;MANÍ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042307;SAN JUAN DE ARAMA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042308;AGUAZUL;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042311;YOPAL;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042312;TOCA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042313;SANTA ROSA DE VITERBO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042317;AQUITANIA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042318;SUTAMARCHÁN;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042322;TOCA;5;6038;Bogota;MAYORISTAS;BRONCE
3042337;GACHETÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042338;SOPÓ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042346;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042355;NEIVA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042356;LA ARGENTINA (LA PLATA VI;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042368;GUADUAS;5;6038;Bogota;AGROPUNTOS;ORO
3042373;ESPINAL;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042377;IBAGUÉ;5;6038;Bogota;AGROPUNTOS;ORO
3042397;TOCA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042398;SOTAQUIRÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042414;AGRADO;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042415;CAMPOALEGRE;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042417;ACEVEDO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042418;TESALIA (CARNICERÍAS);5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042427;SAN JUAN DE ARAMA;5;6038;Bogota;MAYORISTAS;BRONCE
3042444;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042466;PALESTINA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042467;PALESTINA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042468;PALESTINA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042473;HOBO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042483;AQUITANIA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042500;PAZ DE ARIPORO;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042504;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042512;GUATEQUE;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042514;GUATEQUE;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042518;GUATEQUE;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042553;SUSA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042566;SAN VICENTE DEL CAGUÁN;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042591;EL PAUJÍL;3;6038;Bogota;AGROPUNTOS;CLASSIC
3042594;SIMIJACA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042598;PUERTO RICO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042621;CARTAGENA DEL CHAIRÁ;3;6038;Bogota;MAYORISTAS;PLATA
3042622;PUERTO RICO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042624;CARTAGENA DEL CHAIRÁ;3;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042645;SOGAMOSO;5;6038;Bogota;MAYORISTAS;BRONCE
3042646;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042650;BOGOTÁ D.C.;2;6038;Bogota;CAD. REGIONALES;ORO
3042658;MADRID;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042659;FACATATIVÁ;5;6038;Bogota;AGROPUNTOS;ORO
3042667;IBAGUÉ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042670;PARATEBUENO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042671;IBAGUÉ;2;6038;Bogota;MODELO TAT;ORO
3042692;FACATATIVÁ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042716;ANOLAIMA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042732;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042747;YOPAL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042755;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042760;PITALITO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042765;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042767;SAN SEBASTIÁN DE MARIQUIT;5;6038;Bogota;AGROPUNTOS;BLACK
3042768;PUERTO BOYACÁ;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042770;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042775;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042777;TOCANCIPÁ;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042781;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042784;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042788;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042794;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042800;LÍBANO;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042808;CHÍA;5;6038;Bogota;AGROPUNTOS;BLACK
3042809;BOGOTÁ D.C.;5;6038;Bogota;CAD. REGIONALES;ORO
3042818;SUAZA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042827;FACATATIVÁ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042837;FACATATIVÁ;5;6038;Bogota;PET SHOPS;CLASSIC
3042838;FACATATIVÁ;5;6038;Bogota;PET SHOPS;CLASSIC
3042839;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3042848;FRESNO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042850;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042854;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042863;FACATATIVÁ;5;6038;Bogota;PET SHOPS;CLASSIC
3042865;CAJICÁ;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042867;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042876;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3042878;BOGOTÁ D.C.;2;6038;Bogota;PET SHOPS;CLASSIC
3042883;IBAGUÉ;5;6038;Bogota;CAD. REGIONALES;ORO
3042884;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042885;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042893;PALERMO;5;6038;Bogota;MAYORISTAS;BRONCE
3042894;YAGUARÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042897;BOGOTÁ D.C.;2;6038;Bogota;AGROPUNTOS;PLATINUM
3042903;ARMERO (GUAYABAL);5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042908;BARAYA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042911;YOPAL;2;6038;Bogota;MODELO TAT;ORO
3042919;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3042920;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042921;ISNOS;5;6038;Bogota;MAYORISTAS;SEGMENTO 1
3042922;ISNOS;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042928;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042929;ZIPAQUIRÁ;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042932;SAN AGUSTÍN;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042934;LA ARGENTINA (LA PLATA VI;5;6038;Bogota;MAYORISTAS;PLATA
3042938;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042940;ISNOS;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042950;SAN JOSÉ DEL GUAVIARE;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042952;BOAVITA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042955;SOATÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3042965;ISNOS;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042968;SAN LUIS;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3042973;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042978;MADRID;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042981;GACHETÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042982;LA UVITA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3042983;NEIVA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3042988;LA UVITA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3042999;RÁQUIRA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3043001;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3043008;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;ORO
3043010;CHÍA;5;6038;Bogota;VETERINARIA;ORO
3043015;MOSQUERA;5;6038;Bogota;PET SHOPS;PLATINUM
3043017;GRANADA;5;6038;Bogota;VETERINARIA;ORO
3043019;SAN AGUSTÍN;5;6038;Bogota;MAYORISTAS;PLATA
3043028;SANTA ISABEL;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3043032;EL COCUY;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3043034;GUAYABAL DE SÍQUIMA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3043037;GACHETÁ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3043038;SAN JOSÉ DEL GUAVIARE;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3043045;GACHANCIPÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3043056;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3043062;PUERTO RICO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3043097;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;ORO
3043109;VILLAPINZÓN;5;6038;Bogota;MAYORISTAS;BRONCE
3043123;FUNZA;5;6038;Bogota;AGROPUNTOS;ORO
3043125;NOCAIMA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3043143;CHIQUINQUIRÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3043154;ACACÍAS;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3043163;ARBELÁEZ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3043176;BOGOTÁ D.C.;2;6038;Bogota;CAD. REGIONALES;ORO
3043177;GUASCA;5;6038;Bogota;MAYORISTAS;ORO
3043179;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3043184;ESPINAL;5;6038;Bogota;AGROPUNTOS;PLATINUM
3043185;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3043186;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3043190;FLORENCIA;5;6038;Bogota;CAD. REGIONALES;ORO
3043193;SANTA ROSA DE VITERBO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3043201;ZIPAQUIRÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3043214;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3043220;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3043246;GACHANCIPÁ;5;6030;Bogota;TIENDAS DE DESCTO.;PLATA
3043251;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3043255;TOCANCIPÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3043262;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;BLACK
3043267;LA CALERA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
