Deudor;Población;Frecuencia de visita;Desde centro;Oficina de ventas;Denominación Gr#Clientes 5;Denominación Gr#Clientes 4
3005729;CALI;5;6031;Cali;SUP. INDEPENDIENTE;SI GOLD
3005731;CALI;5;6031;Cali;SUP. INDEPENDIENTE;SUPERETE
3005732;CALI;5;6031;Cali;SUP. INDEPENDIENTE;SUPERETE
3005738;PASTO;5;6031;Cali;SUP. INDEPENDIENTE;SI GOLD
3005740;PASTO;5;6031;Cali;MAYORISTAS;BRONCE
3005742;YUMBO;5;6031;Cali;MAYORISTAS;BRONCE
3005747;PASTO;5;6031;Cali;MAYORISTAS;SEGMENTO 1
3005750;SANTANDER DE QUILICHAO;5;6031;Cali;SUP. INDEPENDIENTE;SI GOLD
3005752;CALI;5;6031;Cali;SUP. INDEPENDIENTE;MINIMERCADO
3005771;CALI;5;6031;Cali;MAYORISTAS;BRONCE
3005781;RIOSUCIO;5;6037;Cali;SUP. INDEPENDIENTE;MINIMERCADO
3005782;RIOSUCIO;5;6037;Cali;SUP. INDEPENDIENTE;MINIMERCADO
3005793;TULUÁ;5;6031;Cali;MAYORISTAS;PLATA
3005800;RIOSUCIO;5;6037;Cali;MAYORISTAS;BRONCE
3005809;GUADALAJARA DE BUGA;5;6031;Cali;MAYORISTAS;SEGMENTO 1
3005810;GUADALAJARA DE BUGA;5;6031;Cali;MAYORISTAS;SEGMENTO 1
3005822;PEREIRA;2;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3005828;PASTO;5;6031;Cali;SUP. INDEPENDIENTE;SI GOLD
3005835;PASTO;5;6031;Cali;SUP. INDEPENDIENTE;SI GOLD
3005842;PEREIRA;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3005852;CALI;5;6031;Cali;MAYORISTAS;BRONCE
3005857;MANIZALES;5;6037;Cali;SUP. INDEPENDIENTE;SUPERETE
3005860;MANIZALES;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3005871;PEREIRA;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3005885;PALMIRA;5;6031;Cali;CAD. REGIONALES;ORO
3005938;BUENAVENTURA;5;6031;Cali;MAYORISTAS;PLATA
3005943;GUADALAJARA DE BUGA;5;6031;Cali;MODERNO;ORO
3005944;CARTAGO;5;6037;Cali;MODERNO;ORO
3005945;CALI;2;6031;Cali;MODERNO;ORO
3005959;PUERTO TEJADA;5;6031;Cali;SUP. INDEPENDIENTE;SUPERETE
3005967;POPAYÁN;2;6031;Cali;MODERNO;ORO
3005972;PEREIRA;2;6037;Cali;MODERNO;ORO
3005973;TÚQUERRES;5;6031;Cali;MODERNO;ORO
3005992;PALMIRA;5;6031;Cali;MAYORISTAS;BRONCE
3006004;CALI;2;6031;Cali;MAYORISTAS;PLATA
3006007;CALI;5;6031;Cali;MAYORISTAS;PLATA
3006057;CALI;5;6031;Cali;SUP. INDEPENDIENTE;MINIMERCADO
3006058;CALI;5;6031;Cali;SUP. INDEPENDIENTE;MINIMERCADO
3006087;CALI;5;6031;Cali;SUP. INDEPENDIENTE;SUPERETE
3006097;CALI;5;6031;Cali;MAYORISTAS;PLATA
3006138;GUADALAJARA DE BUGA;3;6031;Cali;CAD. REGIONALES;ORO
3006161;ARMENIA;5;6037;Cali;CAD. REGIONALES;ORO
3006167;LA VIRGINIA;5;6037;Cali;SUP. INDEPENDIENTE;SUPERETE
3006168;LA VIRGINIA;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3006317;CALI;5;6031;Cali;MAYORISTAS;BRONCE
3006345;CARTAGO;5;6037;Cali;SUP. INDEPENDIENTE;SUPERETE
3006360;SUPÍA;5;6037;Cali;SUP. INDEPENDIENTE;SUPERETE
3006368;CALI;5;6031;Cali;SUP. INDEPENDIENTE;SI GOLD
3006381;PEREIRA;2;6030;Cali;DI MULTIEMPRESA;ORO
3006382;PEREIRA;2;6037;Cali;MODERNO;ORO
3006393;PALMIRA;5;6031;Cali;MODERNO;ORO
3006394;CALI;2;6031;Cali;MODERNO;ORO
3006414;CALI;5;6031;Cali;CAD. REGIONALES;ORO
3006415;CALI;2;6031;Cali;MODERNO;ORO
3006448;PRADERA;5;6031;Cali;SUP. INDEPENDIENTE;SEGMENTO 1
3006457;CHINCHINÁ;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3006459;MONTENEGRO;5;6037;Cali;SUP. INDEPENDIENTE;SUPERETE
3006493;CAICEDONIA;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3006496;PASTO;5;6031;Cali;MAYORISTAS;PLATA
3006509;CALI;5;6031;Cali;CAD. REGIONALES;ORO
3006527;MANIZALES;5;6037;Cali;CAD. REGIONALES;ORO
3006528;MANIZALES;5;6037;Cali;CAD. REGIONALES;ORO
3006529;MANIZALES;5;6037;Cali;CAD. REGIONALES;ORO
3006531;MANIZALES;5;6037;Cali;CAD. REGIONALES;ORO
3006533;MANIZALES;5;6037;Cali;CAD. REGIONALES;ORO
3006551;BUENAVENTURA;5;6031;Cali;INTERMEDIOS;PLATA
3006558;PALMIRA;5;6031;Cali;MAYORISTAS;BRONCE
3006566;CALI;5;6031;Cali;SUP. INDEPENDIENTE;SUPERETE
3006580;SEVILLA;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3006585;BUENAVENTURA;5;6031;Cali;MAYORISTAS;SEGMENTO 1
3006591;LA UNIÓN;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3006597;RIOSUCIO;5;6037;Cali;MAYORISTAS;PLATA
3006599;CALI;5;6031;Cali;MAYORISTAS;ORO
3006610;PUERTO TEJADA;5;6031;Cali;CAD. REGIONALES;ORO
3006612;SANTA ROSA DE CABAL;5;6037;Cali;MAYORISTAS;BRONCE
3006613;SANTA ROSA DE CABAL;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3006616;DOSQUEBRADAS;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3006620;YUMBO;2;6031;Cali;CAD. REGIONALES;ORO
3006632;CALI;5;6031;Cali;MAYORISTAS;BRONCE
3006636;CALI;5;6031;Cali;MAYORISTAS;BRONCE
3006639;MANIZALES;5;6037;Cali;SUP. INDEPENDIENTE;MINIMERCADO
3006653;CALI;5;6031;Cali;SUP. INDEPENDIENTE;SUPERETE
3006655;VILLAMARÍA;5;6037;Cali;SUP. INDEPENDIENTE;MINIMERCADO
3006659;PALMIRA;5;6031;Cali;CAD. REGIONALES;ORO
3006669;PRADERA;5;6031;Cali;SUP. INDEPENDIENTE;MINIMERCADO
3006684;CALI;5;6031;Cali;SUP. INDEPENDIENTE;SI GOLD
3006705;CALI;5;6031;Cali;CAD. REGIONALES;ORO
3006721;PEREIRA;2;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3006725;ANSERMA;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3006727;MANIZALES;5;6037;Cali;MAYORISTAS;BRONCE
3006733;CALI;5;6031;Cali;MAYORISTAS;PLATA
3006746;GUADALAJARA DE BUGA;5;6031;Cali;MAYORISTAS;SEGMENTO 1
3006793;PEREIRA;5;6037;Cali;AGROPUNTOS;BLACK
3006797;ARMENIA;5;6037;Cali;PET SHOPS;PLATINUM
3006813;ARMENIA;5;6037;Cali;MAYORISTA ESPEC.;PLATINUM
3006831;CALI;5;6031;Cali;AGROPUNTOS;ORO
3006834;IPIALES;5;6031;Cali;AGROPUNTOS;PLATINUM
3006835;IPIALES;5;6031;Cali;AGROPUNTOS;CLASSIC
3006836;IPIALES;5;6031;Cali;AGROPUNTOS;ORO
3006837;IPIALES;5;6031;Cali;AGROPUNTOS;CLASSIC
3006841;JAMUNDÍ;5;6031;Cali;MAYORISTA ESPEC.;PLATINUM
3006843;CALI;5;6031;Cali;VETERINARIA;CLASSIC
3006862;CALI;5;6031;Cali;AGROPUNTOS;ORO
3006863;CALI;5;6031;Cali;AGROPUNTOS;BLACK
3006869;MANIZALES;5;6037;Cali;SUP. INDEPENDIENTE;SUPERETE
3006871;CALI;5;6031;Cali;CAD. REGIONALES;ORO
3006877;JAMUNDÍ;5;6031;Cali;AGROPUNTOS;ORO
3006883;TULUÁ;5;6031;Cali;AGROPUNTOS;PLATA
3006884;TULUÁ;5;6031;Cali;MAYORISTA ESPEC.;ORO
3006889;CIRCASIA;5;6037;Cali;VETERINARIA;CLASSIC
3006940;JAMUNDÍ;5;6031;Cali;AGROPUNTOS;CLASSIC
3006946;CANDELARIA;5;6031;Cali;AGROPUNTOS;ORO
3006947;CANDELARIA;5;6031;Cali;AGROPUNTOS;ORO
3006970;PEREIRA;5;6037;Cali;AGROPUNTOS;CLASSIC
3006977;POPAYÁN;5;6031;Cali;AGROPUNTOS;CLASSIC
3006984;SEVILLA;5;6037;Cali;AGROPUNTOS;CLASSIC
3006985;SEVILLA;5;6037;Cali;AGROPUNTOS;CLASSIC
3007011;SANTANDER DE QUILICHAO;5;6031;Cali;PET SHOPS;PLATINUM
3007012;PRADERA;5;6031;Cali;AGROPUNTOS;CLASSIC
3007015;BUENAVENTURA;5;6031;Cali;AGROPUNTOS;CLASSIC
3007016;SANTANDER DE QUILICHAO;5;6031;Cali;MAYORISTA ESPEC.;CLASSIC
3007039;ARMENIA;5;6037;Cali;AGROPUNTOS;CLASSIC
3007041;YUMBO;2;6031;Cali;MAYORISTAS;SEGMENTO 1
3007054;MANIZALES;5;6037;Cali;AGROPUNTOS;CLASSIC
3007060;PEREIRA;5;6037;Cali;AGROPUNTOS;PLATINUM
3007069;BUGALAGRANDE;5;6031;Cali;MAYORISTA ESPEC.;CLASSIC
3007076;YUMBO;5;6031;Cali;MAYORISTA ESPEC.;BLACK
3007085;EL CERRITO;5;6031;Cali;MAYORISTA ESPEC.;PLATINUM
3007102;MANIZALES;5;6037;Cali;AGROPUNTOS;CLASSIC
3007115;PALMIRA;5;6031;Cali;MAYORISTA ESPEC.;PLATINUM
3007120;PASTO;5;6031;Cali;DI ESPECIALIZADO;CLASSIC
3007137;BUGALAGRANDE;5;6031;Cali;MAYORISTA ESPEC.;ORO
3007141;CARTAGO;5;6037;Cali;AGROPUNTOS;CLASSIC
3007159;SANTANDER DE QUILICHAO;5;6031;Cali;MAYORISTA ESPEC.;CLASSIC
3007202;DOSQUEBRADAS;2;6037;Cali;DI ESPECIALIZADO;CLASSIC
3007224;DOSQUEBRADAS;5;6037;Cali;AGROPUNTOS;CLASSIC
3007227;ZARZAL;5;6037;Cali;AGROPUNTOS;CLASSIC
3007245;DOSQUEBRADAS;2;6037;Cali;MODERNO;ORO
3007257;CALI;5;6031;Cali;CAD. REGIONALES;ORO
3007264;CALI;5;6031;Cali;MAYORISTA ESPEC.;ORO
3007265;MANIZALES;5;6037;Cali;CAD. REGIONALES;ORO
3007280;LA VICTORIA;5;6037;Cali;AGROPUNTOS;ORO
3007300;POPAYÁN;5;6031;Cali;SUP. INDEPENDIENTE;SI GOLD
3007318;CALI;5;6031;Cali;DI ESPECIALIZADO;CLASSIC
3007325;PEREIRA;5;6037;Cali;PET SHOPS;CLASSIC
3007333;PASTO;5;6031;Cali;MODERNO;ORO
3007334;CALI;5;6031;Cali;CAD. REGIONALES;ORO
3007358;APÍA;5;6037;Cali;SUP. INDEPENDIENTE;SUPERETE
3007362;BUENAVENTURA;5;6031;Cali;MAYORISTAS;BRONCE
3007382;PALMIRA;5;6031;Cali;MAYORISTA ESPEC.;CLASSIC
3007387;GUÁTICA;5;6037;Cali;SUP. INDEPENDIENTE;MINIMERCADO
3007393;PASTO;5;6031;Cali;SUP. INDEPENDIENTE;SI GOLD
3007396;PEREIRA;5;6037;Cali;AGROPUNTOS;CLASSIC
3007399;CALI;5;6031;Cali;CAD. REGIONALES;ORO
3007400;YUMBO;2;6031;Cali;CAD. REGIONALES;ORO
3007410;QUINCHÍA;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3007417;SEVILLA;5;6037;Cali;SUP. INDEPENDIENTE;SEGMENTO 1
3007419;GUADALAJARA DE BUGA;5;6031;Cali;CAD. REGIONALES;ORO
3007428;CALI;2;6031;Cali;MODERNO;ORO
3007430;PALMIRA;5;6031;Cali;MAYORISTA ESPEC.;ORO
3007431;PALMIRA;5;6031;Cali;MAYORISTA ESPEC.;ORO
3007441;YUMBO;2;6031;Cali;CAD. REGIONALES;ORO
3007442;PEREIRA;5;6037;Cali;SUP. INDEPENDIENTE;SI GOLD
3007452;PASTO;5;6031;Cali;SUP. INDEPENDIENTE;SI GOLD
3007467;CALI;2;6031;Cali;MAYORISTA ESPEC.;BLACK
3007471;CALI;5;6031;Cali;PET SHOPS;CLASSIC
3007515;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3007539;SUBACHOQUE;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3007544;VILLETA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3007546;PITALITO;5;6038;Bogota;CAD. REGIONALES;ORO
3007548;FLORENCIA;5;6038;Bogota;CAD. REGIONALES;ORO
3007549;PITALITO;5;6038;Bogota;CAD. REGIONALES;ORO
3007561;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3007566;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3007574;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTAS;BRONCE
3007582;VILLAVICENCIO;5;6038;Bogota;AGROPUNTOS;PLATINUM
3007587;BOGOTÁ D.C.;5;6038;Bogota;AGROPUNTOS;ORO
3007663;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;BLACK
3007682;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;PLATINUM
3007706;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3007707;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3007738;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;ORO
3007740;GRANADA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3007793;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3007803;TENJO;5;6038;Bogota;AGROPUNTOS;ORO
3007804;NEIVA;5;6038;Bogota;PET SHOPS;CLASSIC
3007805;COTA;5;6038;Bogota;AGROPUNTOS;ORO
3007841;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3007843;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3007855;LÍBANO;5;6038;Bogota;PET SHOPS;CLASSIC
3007861;PITALITO;5;6038;Bogota;AGROPUNTOS;PLATINUM
3007893;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTAS;BRONCE
3007906;CAJICÁ;5;6038;Bogota;PET SHOPS;CLASSIC
3007930;VILLAVICENCIO;5;6038;Bogota;VETERINARIA;PLATINUM
3007937;ESPINAL;5;6038;Bogota;AGROPUNTOS;CLASSIC
3007939;BOGOTÁ D.C.;2;6038;Bogota;AGROPUNTOS;BLACK
3007962;MADRID;5;6038;Bogota;AGROPUNTOS;PLATINUM
3007975;TENJO;5;6038;Bogota;AGROPUNTOS;CLASSIC
3007984;COTA;5;6038;Bogota;AGROPUNTOS;ORO
3007990;BOGOTÁ D.C.;2;6038;Bogota;MAYORISTAS;ORO
3007997;VILLA DE SAN DIEGO DE UBA;5;6038;Bogota;PET SHOPS;CLASSIC
3007998;VILLA DE SAN DIEGO DE UBA;5;6038;Bogota;AGROPUNTOS;ORO
3008005;CUMARAL;5;6038;Bogota;AGROPUNTOS;CLASSIC
3008015;LA CALERA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3008069;CHÍA;5;6038;Bogota;AGROPUNTOS;ORO
3008089;IBAGUÉ;5;6038;Bogota;AGROPUNTOS;PLATINUM
3008090;RIVERA;5;6038;Bogota;AGROPUNTOS;PLATINUM
3008093;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008094;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3008106;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3008129;CHIQUINQUIRÁ;5;6038;Bogota;VETERINARIA;CLASSIC
3008138;RESTREPO;5;6038;Bogota;VETERINARIA;ORO
3008140;FUSAGASUGÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3008141;ANOLAIMA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008142;MADRID;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008176;GUADUAS;5;6038;Bogota;AGROPUNTOS;ORO
3008184;CHIQUINQUIRÁ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3008190;GUAMAL;5;6038;Bogota;VETERINARIA;CLASSIC
3008210;FUNZA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3008234;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008250;ANAPOIMA;5;6038;Bogota;AGROPUNTOS;ORO
3008255;SALDAÑA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3008259;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3008269;LA VEGA;5;6038;Bogota;AGROPUNTOS;ORO
3008290;BOGOTÁ D.C.;2;6038;Bogota;CAD. REGIONALES;ORO
3008293;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;ORO
3008296;VILLAVICENCIO;5;6038;Bogota;MAYORISTAS;BRONCE
3008307;CHIQUINQUIRÁ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3008310;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3008324;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3008338;SOPÓ;5;6038;Bogota;AGROPUNTOS;ORO
3008366;LA VEGA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3008367;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008385;TOCAIMA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3008388;PITALITO;5;6038;Bogota;AGROPUNTOS;CLASSIC
3008410;BOGOTÁ D.C.;2;6038;Bogota;MODELO TAT;ORO
3008412;TUNJA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3008425;PUERTO BOYACÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008438;BOGOTÁ D.C.;5;6038;Bogota;CAD. REGIONALES;ORO
3008474;GIRARDOT;5;6038;Bogota;AGROPUNTOS;ORO
3008505;SAN FRANCISCO;5;6038;Bogota;AGROPUNTOS;CLASSIC
3008514;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008516;FLORENCIA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3008518;TENJO;5;6038;Bogota;AGROPUNTOS;CLASSIC
3008529;ESPINAL;5;6038;Bogota;AGROPUNTOS;CLASSIC
3008533;BOGOTÁ D.C.;5;6038;Bogota;CAD. REGIONALES;ORO
3008542;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3008578;LA CALERA;5;6038;Bogota;VETERINARIA;ORO
3008593;LA CALERA;5;6038;Bogota;AGROPUNTOS;ORO
3008597;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTAS;SEGMENTO 1
3008601;CUMARAL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008605;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3008608;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3008619;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008621;BOGOTÁ D.C.;2;6038;Bogota;MAYORISTAS;ORO
3008638;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008652;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008656;CHOCONTÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008662;ESPINAL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008664;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008665;YOPAL;5;6038;Bogota;VETERINARIA;CLASSIC
3008678;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3008702;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3008707;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3008708;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008710;DUITAMA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3008721;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3008749;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3008754;BOGOTÁ D.C.;5;6038;Bogota;CAD. REGIONALES;ORO
3008785;GIGANTE;5;6038;Bogota;VETERINARIA;ORO
3008812;GUAMAL;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3008813;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3008821;CHAPARRAL;5;6038;Bogota;MAYORISTAS;SEGMENTO 1
3008835;ACACÍAS;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3008847;VILLAVICENCIO;2;6038;Bogota;DI MULTIEMPRESA;ORO
3008855;BOGOTÁ D.C.;5;6038;Bogota;CAD. REGIONALES;ORO
3008859;BOGOTÁ D.C.;2;6038;Bogota;AGROPUNTOS;BLACK
3008860;FLORENCIA;5;6038;Bogota;VETERINARIA;CLASSIC
3008884;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3008891;CHÍA;5;6038;Bogota;AGROPUNTOS;ORO
3008901;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3008908;ZIPAQUIRÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008922;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;PLATINUM
3008923;BOGOTÁ D.C.;5;6038;Bogota;VETERINARIA;PLATINUM
3008942;YOPAL;5;6038;Bogota;MAYORISTA ESPEC.;ORO
3008943;YOPAL;5;6038;Bogota;MAYORISTA ESPEC.;ORO
3008944;PUERTO LÓPEZ;5;6038;Bogota;MAYORISTAS;PLATA
3008946;BOGOTÁ D.C.;2;6038;Bogota;CAD. REGIONALES;ORO
3008947;IBAGUÉ;5;6038;Bogota;AGROPUNTOS;PLATINUM
3008948;YOPAL;5;6038;Bogota;VETERINARIA;CLASSIC
3008967;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008975;BOGOTÁ D.C.;5;6038;Bogota;VETERINARIA;CLASSIC
3008980;BOGOTÁ D.C.;5;6038;Bogota;VETERINARIA;ORO
3008983;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3008989;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3008998;NEIVA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3008999;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3009071;PARATEBUENO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3009096;FUNZA;5;6038;Bogota;AGROPUNTOS;PLATINUM
3009104;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3009123;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3009130;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3009168;VILLAVICENCIO;5;6038;Bogota;DI ESPECIALIZADO;CLASSIC
3009193;YOPAL;5;6038;Bogota;MODERNO;ORO
3009200;PACHO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3009203;SAN SEBASTIÁN DE MARIQUIT;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3009204;SAN FRANCISCO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3009205;MADRID;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3009210;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3009211;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3009220;VILLAVICENCIO;5;6038;Bogota;MAYORISTAS;SEGMENTO 1
3009223;BOGOTÁ D.C.;5;6038;Bogota;CAD. REGIONALES;ORO
3009232;LA CALERA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3009265;BOGOTÁ D.C.;2;6038;Bogota;DI ESPECIALIZADO;CLASSIC
3009322;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3009323;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3009328;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3009330;ZIPAQUIRÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3009353;COTA;5;6038;Bogota;DI ESPECIALIZADO;CLASSIC
3009366;TENJO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3009386;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3009402;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3009426;COTA;2;6038;Bogota;MODELO TAT;ORO
3009481;SAN JOSÉ DEL GUAVIARE;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3009502;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3009509;ZIPAQUIRÁ;5;6038;Bogota;CAD. REGIONALES;ORO
3009510;BOGOTÁ D.C.;5;6038;Bogota;CAD. REGIONALES;ORO
3009544;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3009602;VENADILLO;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3009610;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3009841;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3009861;BOGOTÁ D.C.;5;6038;Bogota;CAD. REGIONALES;ORO
3009863;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3009875;CHÍA;5;6038;Bogota;VETERINARIA;PLATINUM
3009887;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3009890;GUASCA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3009899;TUNJA;5;6038;Bogota;CAD. REGIONALES;ORO
3009909;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3009913;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3009914;VILLANUEVA;5;6038;Bogota;AGROPUNTOS;ORO
3009920;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3009929;TAURAMENA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3009930;MONTERREY;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3009946;BOGOTÁ D.C.;5;6038;Bogota;CAD. REGIONALES;ORO
